"name","score","genre","thumbnail","userscore","summary","platform","publisher","developer","rating","rlsdate","url"
"Far Cry 4","80","Action","http://static.metacritic.com/images/products/games/2/5c2cabf93854c49b27f5a5507e2580d5-98.jpg","6.6","Concealed in the monstrous Himalayas lies a country ingrained in tradition and brutality. You become Ajay Ghale, returning to the country of his birth, the this forests and formidable snow capped summits of Kyrat, to fulfill your mother’s dying wish of spreading her ashes. This bitter and unpredictable country offers visitors opportunity and danger. You quickly find yourself ensnared in a rebellion to overthrow the thorny regime of Pagan Min, a statesman known as much for his sense of style and charisma as for his cruelty and naked brutality. Navigating the treacherous landscape, you find your fate increasingly linked to the choices you make because in Kyrat, and every second is a story. In Far Cry 4, you’ll conquer fortress outposts from the back of a 6-ton elephant and hit the skies as you rain down explosives from your moving perch in the gyrocopter. The vertical landscape of the Himalayas isn’t just a gorgeous backdrop, but a playground that encourages the player to fight, hunt and explore, grappling cliffs or launching into the air, plummeting to the valley underneath your feet in a controlled free fall with your wing suit. You’ll carry with you a unique arsenal of weaponry that lets you play as you will, whether it’s sniping, sneaking or all-out assault. When all else fails, animals can be your biggest allies or your greatest peril.","PC","Ubisoft","Ubisoft Montreal","M","2014-11-18","http://www.metacritic.com/game/pc/far-cry-4"
"Farming Simulator 15","64","Simulation","http://static.metacritic.com/images/products/games/7/fff5c4e6ae1740d3f18b8eef598f57cb-98.jpg","7","Administer your own farm: from harvesting to animal husbandry, and from the sales of fresh products to woodcutting, the benefits of your exploitation allows you to develop, and invest in new and more powerful vehicles or tools.","PC","Focus Home Interactive","Giants Software","E","2014-10-30","http://www.metacritic.com/game/pc/farming-simulator-15"
"Final Fantasy Type-0 HD","69","Role-Playing","http://static.metacritic.com/images/products/games/0/59a21b80afb0988fd464702dc5ed1fc1-98.jpg","6.8","Experience the epic saga of the eastern lands of Orience! Switch at will between fourteen characters with unique weapons and abilities! An all new type of FINAL FANTASY!","PC","Square Enix","Square Enix","M","2015-08-18","http://www.metacritic.com/game/pc/final-fantasy-type-0-hd"
"Final Fantasy VII","","Role-Playing","http://static.metacritic.com/images/products/games/8/e33414e6516e86ff8a1d5032eba3e48c-98.jpg","8.9","An evil and powerful corporation is slowly draining life from the planet in an effort to control the universe. However, a small rebellion, known as AVALANCHE, has vowed to put an end to this destructive plan.You take on the role of Cloud Strife, an ex-soldier of the evil Shinra corporation, who joins AVALANCHE as a selfish mercenary, but becomes much more involved in this mysterious epic of friendship, love, and the battle between good and evil.","PC","Eidos Interactive","SquareSoft","T","1998-05-31","http://www.metacritic.com/game/pc/final-fantasy-vii"
"Final Fantasy XIV Online: A Realm Reborn","83","Role-Playing","http://static.metacritic.com/images/products/games/4/c840a3dd51d7c0c3bbf0dce360f09766-98.jpg","6.8","Previously referenced as ""version 2.0,"" this title has been rebuilt from the ground up, and centers on the core concept of rebirth, featuring a new world to explore and storyline to experience.","PC","Square Enix","Square Enix","T","2013-08-27","http://www.metacritic.com/game/pc/final-fantasy-xiv-online-a-realm-reborn"
"Fishing Planet",NA,"Sports","http://static.metacritic.com/images/products/games/7/d40daf06a0161643778d88da27f26a17-98.jpg",NA,"Fishing Planet is a freed to play online first-person multiplayer fishing simulator developed for anglers to bring you the full thrill of actual fishing. Choose your lures, make your trophy catches, discover new possibilities and sharpen your real angling skills anywhere, anytime with your friends.","PC","Fishing Planet LLC","Fishing Planet LLC","","1970-01-01","http://www.metacritic.com/game/pc/fishing-planet"
"Five Nights at Freddy's 4","51","Action","http://static.metacritic.com/images/products/games/7/e2d8c78305d7e4acf40f5818295a96c9-98.jpg","5.6","In this last chapter of the Five Nights at Freddy's original story, you must once again defend yourself against Freddy Fazbear, Chica, Bonnie, Foxy, and even worse things that lurk in the shadows.","PC","Scott Cawthon","Scott Cawthon","","2015-07-23","http://www.metacritic.com/game/pc/five-nights-at-freddys-4"
"Football Manager 2012","84","Sports","http://static.metacritic.com/images/products/games/1/577431341e57461f5696360d09f9af5f-98.jpg","8","Counting over 800 new features, not including changes to the rules of the games 50+ leagues, Football Manager 2012 promises to be the most realistic, immersive and playable football management simulation ever for any fan who has ever dreamed of making the big decisions, both on and off the field.","PC","Sega","Sports Interactive","E","2011-10-20","http://www.metacritic.com/game/pc/football-manager-2012"
"Football Manager 2013","86","Sports","http://static.metacritic.com/images/products/games/9/a2718c7ee93c1e4c56e821e8c443cfc9-98.jpg","6.7","Football Manager 2013 brings 900-plus new and enhanced features to the Football Manager series.","PC","Sega","Sports Interactive","","2012-11-01","http://www.metacritic.com/game/pc/football-manager-2013"
"Football Manager 2014","85","Sports","http://static.metacritic.com/images/products/games/9/16d5feda5c8aba4838dabf9731cf67b9-98.jpg","5.4","FM 2014 features a rehauled transfer module in which opposing clubs and managers adopt a more realistic approach when making or responding to transfer offers. Additional, a host of new ‘real world’ transfer clauses have been added, such as the facility to loan a player back to the club he has just been bought from and the option to offer a combination of money and loan players, as well as new contract clauses such as a sub bench appearance fee. Beyond this, the old ‘turn-based’ system of transfer negotiations can now be accomplished two ways, the tried and tested system and a new ‘live’ system, similar to that used in Football Manager’s contract negotiations.","PC","Sega","Sports Interactive","E","2013-10-30","http://www.metacritic.com/game/pc/football-manager-2014"
"Football Manager 2015","80","Sports","http://static.metacritic.com/images/products/games/5/ea58e204fdc3aafb067adf8c3dc2f710-98.jpg","5.9","Football Manager 2015 allows you to live the life of a real football manager – you decide who plays and who sits on the bench, you're in total control of tactics, team-talks, substitutions and pitch-side instructions as you follow the match live with the acclaimed 3D match engine.","PC","SegaSoft
                                                            
                                                    

                                                            
                                                        Sega","Sports Interactive","","2014-11-07","http://www.metacritic.com/game/pc/football-manager-2015"
"Football Manager 2016","82","Sports","http://static.metacritic.com/images/products/games/7/c73805033527ce4dbced0efdc082112b-98.jpg","7.2","Taking control of any squad from more than 50 countries across the world, you decide who plays and who sits on the bench, deal with the media and solve player problems.","PC","Sports Interactive","Sega","E","2015-11-13","http://www.metacritic.com/game/pc/football-manager-2016"
"Fractured Space",NA,"Sci-Fi","http://static.metacritic.com/images/products/games/9/7fb835d661e949186f57d2a8041fc511-98.jpg",NA,"Fractured Space is team-based space combat fought in massive capital ships.","PC","Edge Case Games","Edge Case Games","","1970-01-01","http://www.metacritic.com/game/pc/fractured-space"
"Freestyle2: Street Basketball","","Sports","http://static.metacritic.com/images/products/games/2/4efec514cc99bc513b69e512dee8bd6f-98.jpg","8.2","","PC","Joycity","Joycity","","2015-04-01","http://www.metacritic.com/game/pc/freestyle2-street-basketball"
"From the Depths","","Simulation","http://static.metacritic.com/images/products/games/5/4b9a5028bbe1309b73847f598fc3ca13-98.jpg","","Construct and assume command of battleships, aircraft, submarines, space ships, hot air balloons and more.","PC","Brilliant Skies Ltd.","Brilliant Skies Ltd.","","2014-08-07","http://www.metacritic.com/game/pc/from-the-depths"
"FTL: Faster Than Light","84","Simulation","http://static.metacritic.com/images/products/games/3/67e6f720980ca10db1f0f4368ee62127-98.jpg","8.4","You manage the Kestrel and its crew as you explore the galaxy. Strategic, real-time combat involves managing power between essential systems and choosing which enemy systems to target. Meanwhile, you control your crew to keep the ship functioning and fight off intruders. The combat is difficult but, being a ""roguelike-like"" game, frequent permadeath is at the core of the experience.
While exploring the galaxy you will encounter a variety of situations requiring decision making that can result in many outcomes. Since all events are randomly generated, each play-through will be significantly different.","PC","Subset Games","Subset Games","","2012-09-14","http://www.metacritic.com/game/pc/ftl-faster-than-light"
"Galactic Civilizations III","81","Strategy","http://static.metacritic.com/images/products/games/5/9f8600b8e2617e315232297a1641e8a3-98.jpg","6.6","Galactic Civilizations III challenges players to assemble an empire that dominates the galaxy through conquest, diplomacy, cultural hegemony, or scientific research.","PC","Stardock","Stardock","","2015-05-14","http://www.metacritic.com/game/pc/galactic-civilizations-iii"
